Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
,chrome-hearts,,,,,,,,CH-19,,Model,Galaxy Z Fold 5,,,,,,,,28.49,34.99,10.00,TRUE,,,,,,shopify,13,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-20,,Model,Galaxy Z Flip 5,,,,,,,,24.49,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-21,,Model,Vivo X100 Pro,,,,,,,,26.99,34.99,10.00,TRUE,,,,,,shopify,49,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-22,,Model,Vivo X100,,,,,,,,23.49,34.99,10.00,TRUE,,,,,,shopify,92,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-23,,Model,Vivo X90 Pro,,,,,,,,20.99,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-24,,Model,Vivo V40 Pro,,,,,,,,22.49,34.99,10.00,TRUE,,,,,,shopify,37,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-25,,Model,Vivo V40,,,,,,,,18.49,34.99,10.00,TRUE,,,,,,shopify,5,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-26,,Model,Vivo V30 Pro,,,,,,,,16.99,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-27,,Model,Vivo V30,,,,,,,,15.49,34.99,10.00,TRUE,,,,,,shopify,74,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-28,,Model,Vivo V29,,,,,,,,12.99,34.99,10.00,TRUE,,,,,,shopify,18,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-29,,Model,Vivo T3 Pro,,,,,,,,13.99,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-30,,Model,Vivo Y200,,,,,,,,10.49,34.99,10.00,TRUE,,,,,,shopify,83,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-31,,Model,Xiaomi 14 Ultra,,,,,,,,29.49,34.99,10.00,TRUE,,,,,,shopify,29,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-32,,Model,Xiaomi 14,,,,,,,,23.99,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-33,,Model,Xiaomi 13 Pro,,,,,,,,19.49,34.99,10.00,TRUE,,,,,,shopify,60,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-34,,Model,Redmi Note 13 Pro+,,,,,,,,17.99,34.99,10.00,TRUE,,,,,,shopify,94,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-35,,Model,Redmi Note 13 Pro,,,,,,,,14.99,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-36,,Model,Redmi Note 13,,,,,,,,10.99,34.99,10.00,TRUE,,,,,,shopify,43,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-37,,Model,Redmi Note 12 Pro,,,,,,,,10.49,34.99,10.00,TRUE,,,,,,shopify,2,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-38,,Model,Redmi 13C,,,,,,,,9.99,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-39,,Model,Xiaomi 13T Pro,,,,,,,,21.99,34.99,10.00,TRUE,,,,,,shopify,70,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-40,,Model,POCO X6 Pro,,,,,,,,16.99,34.99,10.00,TRUE,,,,,,shopify,36,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-41,,Model,Oppo Find X7 Ultra,,,,,,,,28.49,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-42,,Model,Oppo Find N3 Flip,,,,,,,,25.99,34.99,10.00,TRUE,,,,,,shopify,81,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-43,,Model,Oppo Reno 12 Pro,,,,,,,,22.49,34.99,10.00,TRUE,,,,,,shopify,15,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-44,,Model,Oppo Reno 12,,,,,,,,18.99,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-45,,Model,Oppo Reno 11 Pro,,,,,,,,17.49,34.99,10.00,TRUE,,,,,,shopify,53,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-46,,Model,Oppo Reno 11,,,,,,,,15.49,34.99,10.00,TRUE,,,,,,shopify,97,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-47,,Model,Oppo A79,,,,,,,,12.99,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-48,,Model,Oppo A58,,,,,,,,11.49,34.99,10.00,TRUE,,,,,,shopify,25,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-49,,Model,Oppo Find N3,,,,,,,,27.49,34.99,10.00,TRUE,,,,,,shopify,67,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,chrome-hearts,,,,,,,,CH-50,,Model,Oppo K12x,,,,,,,,10.49,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
Floral Dream Case,floral-dream,"<p>Delicate pressed wildflower graphics embedded in transparent resin.</p>",CaseBold,Electronics > Communications > Telephony > Mobile Phone Accessories > Mobile Phone Cases,Phone Case,"Cases, Floral, Transparent",TRUE,Active,FD-01,,Model,iPhone 15 Pro Max,,,,,,,,29.49,34.99,10.00,TRUE,,,,,,shopify,31,deny,100,g,TRUE,manual,https://placehold.co/600x600/059669/ffffff?text=Floral+Dream,1,Floral Dream Case,,FALSE,Floral Dream Case | CaseBold,"Delicate pressed wildflower graphics embedded in transparent resin.",,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-02,,Model,iPhone 15 Pro,,,,,,,,26.99,34.99,10.00,TRUE,,,,,,shopify,84,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-03,,Model,iPhone 15 Plus,,,,,,,,23.99,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-04,,Model,iPhone 15,,,,,,,,21.99,34.99,10.00,TRUE,,,,,,shopify,46,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-05,,Model,iPhone 14 Pro Max,,,,,,,,25.99,34.99,10.00,TRUE,,,,,,shopify,12,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-06,,Model,iPhone 14 Pro,,,,,,,,23.49,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-07,,Model,iPhone 14 Plus,,,,,,,,18.99,34.99,10.00,TRUE,,,,,,shopify,75,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-08,,Model,iPhone 14,,,,,,,,17.49,34.99,10.00,TRUE,,,,,,shopify,3,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-09,,Model,iPhone 13 Pro,,,,,,,,15.99,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-10,,Model,iPhone 13,,,,,,,,13.99,34.99,10.00,TRUE,,,,,,shopify,62,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-11,,Model,Galaxy S24 Ultra,,,,,,,,28.99,34.99,10.00,TRUE,,,,,,shopify,91,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-12,,Model,Galaxy S24+,,,,,,,,24.99,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-13,,Model,Galaxy S24,,,,,,,,20.99,34.99,10.00,TRUE,,,,,,shopify,39,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-14,,Model,Galaxy S23 Ultra,,,,,,,,22.49,34.99,10.00,TRUE,,,,,,shopify,80,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-15,,Model,Galaxy S23+,,,,,,,,18.49,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-16,,Model,Galaxy S23,,,,,,,,16.99,34.99,10.00,TRUE,,,,,,shopify,57,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-17,,Model,Galaxy A55,,,,,,,,14.99,34.99,10.00,TRUE,,,,,,shopify,21,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-18,,Model,Galaxy A35,,,,,,,,11.49,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-19,,Model,Galaxy Z Fold 5,,,,,,,,27.99,34.99,10.00,TRUE,,,,,,shopify,69,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-20,,Model,Galaxy Z Flip 5,,,,,,,,23.99,34.99,10.00,TRUE,,,,,,shopify,4,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-21,,Model,Vivo X100 Pro,,,,,,,,26.49,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-22,,Model,Vivo X100,,,,,,,,22.99,34.99,10.00,TRUE,,,,,,shopify,88,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-23,,Model,Vivo X90 Pro,,,,,,,,20.49,34.99,10.00,TRUE,,,,,,shopify,34,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-24,,Model,Vivo V40 Pro,,,,,,,,21.99,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-25,,Model,Vivo V40,,,,,,,,17.99,34.99,10.00,TRUE,,,,,,shopify,63,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-26,,Model,Vivo V30 Pro,,,,,,,,16.49,34.99,10.00,TRUE,,,,,,shopify,19,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-27,,Model,Vivo V30,,,,,,,,14.99,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-28,,Model,Vivo V29,,,,,,,,12.49,34.99,10.00,TRUE,,,,,,shopify,77,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-29,,Model,Vivo T3 Pro,,,,,,,,13.49,34.99,10.00,TRUE,,,,,,shopify,42,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-30,,Model,Vivo Y200,,,,,,,,9.99,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-31,,Model,Xiaomi 14 Ultra,,,,,,,,28.99,34.99,10.00,TRUE,,,,,,shopify,96,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-32,,Model,Xiaomi 14,,,,,,,,23.49,34.99,10.00,TRUE,,,,,,shopify,14,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-33,,Model,Xiaomi 13 Pro,,,,,,,,18.99,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-34,,Model,Redmi Note 13 Pro+,,,,,,,,17.49,34.99,10.00,TRUE,,,,,,shopify,50,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-35,,Model,Redmi Note 13 Pro,,,,,,,,14.49,34.99,10.00,TRUE,,,,,,shopify,85,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-36,,Model,Redmi Note 13,,,,,,,,10.49,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-37,,Model,Redmi Note 12 Pro,,,,,,,,9.99,34.99,10.00,TRUE,,,,,,shopify,27,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-38,,Model,Redmi 13C,,,,,,,,9.99,34.99,10.00,TRUE,,,,,,shopify,72,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-39,,Model,Xiaomi 13T Pro,,,,,,,,21.49,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-40,,Model,POCO X6 Pro,,,,,,,,16.49,34.99,10.00,TRUE,,,,,,shopify,38,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-41,,Model,Oppo Find X7 Ultra,,,,,,,,27.99,34.99,10.00,TRUE,,,,,,shopify,90,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-42,,Model,Oppo Find N3 Flip,,,,,,,,25.49,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-43,,Model,Oppo Reno 12 Pro,,,,,,,,21.99,34.99,10.00,TRUE,,,,,,shopify,65,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-44,,Model,Oppo Reno 12,,,,,,,,18.49,34.99,10.00,TRUE,,,,,,shopify,11,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-45,,Model,Oppo Reno 11 Pro,,,,,,,,16.99,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-46,,Model,Oppo Reno 11,,,,,,,,14.99,34.99,10.00,TRUE,,,,,,shopify,83,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-47,,Model,Oppo A79,,,,,,,,12.49,34.99,10.00,TRUE,,,,,,shopify,29,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-48,,Model,Oppo A58,,,,,,,,10.99,34.99,10.00,TRUE,,,,,,shopify,0,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-49,,Model,Oppo Find N3,,,,,,,,26.99,34.99,10.00,TRUE,,,,,,shopify,54,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,floral-dream,,,,,,,,FD-50,,Model,Oppo K12x,,,,,,,,9.99,34.99,10.00,TRUE,,,,,,shopify,6,deny,100,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
